chem_id,compound_class
100002905,28
100002910,20
100002911,7
100002912,7
100002913,7
100002914,10
100002916,20
100002917,10
100002921,21
100002923,21
100002927,11
100002928,8
100002929,31
100002930,19
100002931,19
100002933,19
100002934,19
100002935,19
100002936,19
100002938,19
100002939,19
100002943,7
100002944,7
100002945,29
100002946,19
100002948,28
100002951,15
100002952,4
100002953,4
100002957,7
100002958,1
100002959,1
100002960,1
100002961,1
100002962,27
100002963,27
100002966,27
100002967,27
100002968,27
100002978,24
100002979,7
100002980,28
100002981,23
100002983,13
100002984,13
100002986,28
100002987,13
100002988,13
100002989,13
100002990,13
100002991,30
100002992,21
100002993,7
100002994,19
100002995,21
100002999,24
100003000,3
100003001,3
100003002,22
100003003,23
100003004,22
100003005,6
100003008,3
100003009,1
100003014,10
100003015,10
100003016,10
100003017,10
100003018,10
100003023,10
100003024,7
100003034,7
100003047,7
100003055,21
100003061,19
100003063,5
100003064,6
100003066,8
100003070,27
100003071,9
100003072,23
100003073,7
100003075,13
100003076,7
100003077,8
100003098,27
100003101,19
100003106,23
100003107,23
100003109,23
100003110,23
100003112,27
100003113,23
100003114,1
100003115,1
100003119,5
100003120,1
100003122,1
100003124,6
100003127,6
100003128,27
100003129,7
100003131,6
100003132,6
100003136,27
100003139,1
100003145,1
100003150,28
100003151,30
100003152,15
100003153,24
100003154,24
100003155,11
100003158,24
100003159,24
100003160,24
100003161,14
100003162,23
100003163,3
100003164,24
100003165,11
100003166,11
100003167,11
100003168,11
100003169,29
100003170,14
100003172,29
100003173,23
100003174,24
100003176,23
100003177,23
100003178,29
100003179,29
100003180,24
100003181,11
100003182,11
100003184,11
100003185,29
100003186,23
100003188,29
100003189,23
100003190,24
100003192,23
100003193,23
100003194,29
100003195,24
100003196,24
100003197,24
100003198,24
100003199,23
100003200,23
100003201,24
100003202,11
100003203,29
100003204,29
100003205,23
100003206,23
100003207,24
100003208,23
100003209,29
100003210,29
100003226,10
100003231,27
100003235,20
100003236,20
100003239,25
100003240,25
100003241,26
100003242,29
100003250,14
100003252,14
100003253,23
100003254,28
100003255,28
100003256,6
100003257,19
100003258,19
100003259,7
100003260,24
100003262,26
100003263,0
100003264,0
100003265,23
100003268,30
100003269,9
100003270,9
100003271,11
100003272,21
100003273,0
100003274,14
100003275,0
100003276,0
100003277,14
100003281,1
100003283,1
100003285,1
100003286,1
100003292,20
100003293,9
100003298,21
100003312,8
100003314,1
100003320,27
100003321,27
100003324,27
100003332,7
100003333,6
100003334,28
100003335,7
100003344,1
100003347,1
100003352,1
100003354,7
100003365,10
100003366,28
100003368,27
100003374,1
100003380,20
100003381,1
100003385,14
100003393,20
100003394,31
100003397,3
100003398,6
100003401,6
100003402,6
100003403,6
100003406,6
100003407,8
100003408,7
100003412,7
100003415,26
100003417,9
100003419,0
100003420,27
100003421,14
100003422,28
100003423,27
100003424,28
100003425,9
100003426,8
100003427,31
100003428,31
100003430,28
100003431,6
100003432,20
100003433,10
100003434,9
100003437,22
100003438,27
100003439,27
100003441,10
100003442,27
100003443,20
100003444,10
100003445,27
100003446,23
100003447,22
100003448,27
100003449,22
100003450,27
100003451,22
100003452,1
100003459,5
100003462,28
100003463,24
100003464,6
100003469,21
100003470,7
100003472,13
100003473,11
100003474,9
100003475,27
100003483,8
100003484,7
100003489,1
100003490,21
100003491,20
100003493,10
100003494,1
100003495,8
100003496,1
100003497,1
100003498,1
100003499,1
100003500,21
100003502,1
100003504,9
100003505,10
100003506,10
100003507,24
100003508,14
100003509,24
100003510,24
100003511,11
100003512,11
100003513,14
100003514,24
100003515,24
100003517,28
100003518,24
100003519,24
100003520,24
100003521,24
100003522,24
100003523,24
100003524,14
100003525,14
100003526,24
100003527,24
100003528,24
100003529,24
100003530,14
100003531,29
100003532,29
100003533,24
100003534,29
100003535,24
100003536,14
100003537,11
100003538,11
100003539,24
100003540,24
100003541,14
100003542,14
100003543,14
100003544,23
100003545,14
100003546,28
100003547,23
100003548,23
100003549,27
100003550,14
100003551,14
100003552,9
100003553,14
100003554,24
100003555,24
100003556,24
100003557,24
100003558,24
100003559,24
100003560,24
100003561,24
100003562,14
100003563,24
100003564,23
100003565,24
100003566,24
100003567,24
100003568,24
100003569,24
100003570,24
100003571,24
100003572,24
100003573,24
100003574,24
100003575,24
100003576,24
100003577,24
100003578,24
100003579,24
100003580,14
100003581,24
100003582,14
100003583,24
100003584,24
100003585,24
100003586,24
100003587,24
100003588,14
100003589,23
100003590,23
100003591,14
100003592,23
100003593,23
100003594,27
100003595,14
100003596,14
100003597,24
100003598,14
100003599,23
100003600,10
100003601,23
100003603,1
100003604,23
100003605,27
100003606,24
100003607,23
100003608,24
100003609,9
100003610,9
100003611,14
100003612,23
100003613,23
100003614,14
100003615,23
100003616,27
100003617,27
100003618,23
100003619,23
100003620,23
100003621,14
100003622,14
100003623,24
100003624,24
100003625,11
100003626,14
100003627,11
100003628,24
100003629,24
100003630,24
100003631,24
100003632,24
100003633,11
100003634,23
100003635,11
100003636,29
100003637,24
100003638,30
100003639,11
100003640,11
100003641,29
100003642,23
100003643,29
100003644,29
100003645,23
100003646,30
100003647,24
100003648,23
100003649,23
100003650,29
100003651,24
100003652,24
100003653,24
100003654,24
100003655,24
100003656,24
100003657,24
100003658,14
100003659,24
100003660,24
100003661,14
100003662,24
100003663,24
100003664,24
100003665,23
100003666,24
100003667,29
100003668,0
100003669,24
100003670,28
100003671,28
100003672,14
100003673,23
100003674,0
100003675,28
100003676,0
100003677,23
100003678,28
100003679,28
100003680,27
100003681,28
100003682,28
100003683,1
100003684,6
100003685,6
100003686,23
100003687,13
100003688,13
100003689,6
100003690,6
100003691,6
100003692,6
100003693,19
100003695,6
100003696,9
100003699,7
100003700,26
100003701,27
100003702,23
100003703,29
100003704,24
100003705,24
100003706,19
100003707,24
100003708,14
100003709,14
100003710,24
100003711,29
100003712,24
100003716,11
100003720,3
100003721,6
100003724,7
100003729,27
100003731,6
100003734,27
100003744,0
100003745,23
100003749,13
100003750,13
100003759,22
100003760,23
100003761,14
100003762,7
100003763,8
100003764,8
100003769,27
100003771,28
100003773,26
100003774,26
100003775,26
100003776,14
100003777,18
100003778,4
100003779,31
100003780,31
100003781,31
100003782,20
100003783,0
100003784,18
100003785,29
100003786,26
100003787,31
100003788,26
100003789,10
100003790,13
100003791,10
100003792,10
100003798,9
100003802,1
100003803,20
100003820,22
100003822,19
100003823,22
100003824,14
100003825,20
100003827,19
100003835,28
100003866,28
100003867,27
100003868,7
100003869,7
100003870,6
100003871,6
100003872,6
100003873,13
100003874,29
100003875,8
100003881,24
100003884,27
100003891,9
100003892,24
100003893,28
100003896,1
100003899,7
100003900,19
100003901,3
100003903,13
100003907,1
100003915,15
100003917,13
100003926,3
100003931,22
100003940,4
100003943,30
100003944,6
100003945,5
100003947,6
100003949,6
100003951,14
100003953,13
100003954,9
100003958,1
100003963,20
100003964,9
100003965,22
100003966,30
100003967,8
100003968,27
100003969,9
100003988,10
100003990,10
100003991,20
100003992,10
100003993,20
100003994,20
100003999,26
100004000,29
100004010,23
100004011,24
100004012,1
100004013,27
100004014,8
100004015,1
100004016,27
100004017,7
100004018,27
100004019,7
100004020,7
100004021,8
100004022,28
100004023,1
100004024,21
100004025,1
100004026,27
100004027,7
100004028,1
100004029,7
100004030,6
100004032,28
100004033,1
100004034,29
100004035,28
100004039,6
100004040,6
100004041,23
100004042,23
100004043,29
100004044,20
100004045,27
100004046,14
100004047,28
100004048,28
100004049,9
100004050,0
100004051,9
100004052,30
100004054,30
100004055,22
100004056,4
100004057,10
100004058,9
100004059,3
100004061,6
100004063,6
100004083,7
100004084,8
100004085,26
100004087,27
100004088,13
100004089,11
100004090,11
100004091,11
100004096,15
100004099,9
100004100,9
100004111,10
100004113,11
100004120,11
100004121,23
100004125,11
100004126,23
100004130,24
100004132,1
100004133,8
100004134,8
100004135,19
100004136,28
100004137,8
100004138,27
100004139,21
100004143,22
100004146,22
100004149,27
100004150,23
100004151,23
100004156,3
100004157,27
100004158,1
100004159,1
100004160,28
100004162,19
100004163,9
100004167,13
100004169,29
100004170,23
100004171,23
100004173,23
100004174,27
100004175,1
100004176,27
100004177,27
100004179,27
100004180,1
100004182,7
100004185,23
100004186,8
100004187,9
100004189,10
100004193,0
100004194,8
100004195,4
100004197,9
100004199,15
100004201,21
100004202,20
100004203,1
100004206,22
100004207,13
100004208,25
100004211,9
100004216,9
100004217,21
100004218,9
100004219,15
100004220,9
100004221,8
100004226,13
100004227,11
100004228,8
100004233,9
100004234,22
100004236,4
100004238,10
100004239,9
100004240,10
100004241,1
100004242,10
100004245,10
100004246,23
100004247,9
100004248,5
100004249,3
100004250,20
100004251,11
100004252,3
100004253,9
100004254,10
100004255,9
100004257,10
100004258,22
100004259,24
100004260,29
100004261,5
100004262,15
100004263,28
100004264,15
100004265,22
100004266,21
100004267,7
100004269,9
100004270,8
100004271,7
100004272,8
100004275,22
100004277,0
100004280,15
100004281,20
100004282,10
100004283,9
100004284,4
100004285,9
100004286,10
100004287,15
100004288,22
100004289,27
100004290,20
100004291,9
100004292,18
100004294,18
100004295,0
100004296,10
100004299,14
100004311,1
100004312,1
100004314,21
100004315,22
100004318,22
100004322,25
100004324,25
100004328,3
100004329,3
100004330,22
100004343,10
100004350,8
100004357,1
100004359,14
100004360,14
100004362,14
100004363,27
100004364,30
100004365,10
100004368,23
100004373,28
100004379,16
100004390,20
100004391,16
100004394,13
100004396,11
100004398,8
100004409,29
100004410,20
100004413,13
100004414,29
100004417,24
100004418,23
100004422,4
100004434,27
100004440,19
100004442,13
100004443,13
100004449,22
100004450,20
100004451,10
100004453,20
100004455,22
100004456,27
100004458,22
100004460,27
100004461,22
100004462,22
100004463,22
100004464,22
100004465,22
100004472,21
100004473,10
100004477,6
100004481,7
100004482,7
100004483,7
100004488,28
100004489,26
100004493,28
100004494,28
100004495,21
100004496,21
100004497,0
100004498,14
100004499,14
100004500,21
100004501,21
100004504,10
100004506,10
100004507,20
100004508,10
100004509,24
100004511,30
100004514,1
100004516,1
100004518,22
100004520,4
100004536,22
100004537,9
100004541,28
100004542,26
100004544,30
100004545,29
100004546,26
100004547,30
100004548,30
100004549,30
100004555,3
100004557,27
100004558,27
100004559,3
100004560,9
100004561,9
100004568,11
100004569,11
100004570,15
100004571,15
100004573,8
100004575,11
100004579,23
100004581,11
100004584,30
100004586,11
100004587,29
100004588,29
100004590,4
100004591,24
100004601,20
100004602,22
100004603,19
100004605,28
100004609,28
100004610,22
100004612,13
100004613,13
100004628,8
100004630,27
100004633,31
100004635,24
100004639,30
100004641,7
100004644,9
100004655,1
100004656,15
100004662,24
100004668,8
100004678,8
100005258,20
100005259,20
100005260,21
100005261,21
100005262,21
100005263,21
100005264,21
100005346,7
100005347,7
100005348,7
100005349,7
100005353,3
100005358,3
100005365,7
100005373,6
100005375,27
100005382,0
100005383,28
100005384,28
100005385,5
100005386,25
100005389,25
100005391,9
100005400,7
100005402,7
100005403,7
100005405,7
100005408,7
100005412,7
100005414,7
100005437,26
100005438,5
100005443,6
100005445,31
100005462,28
100005463,11
100005466,15
100005473,27
100005675,24
100005717,19
100005735,23
100005738,7
100005804,21
100005805,3
100005811,1
100005812,1
100005813,1
100005817,13
100005818,11
100005825,15
100005829,15
100005834,11
100005837,8
100005838,27
100005840,6
100005842,10
100005843,23
100005850,30
100005852,5
100005853,24
100005863,0
100005864,6
100005929,1
100005931,1
100005933,21
100005934,19
100005936,28
100005937,27
100005938,27
100005939,21
100005940,27
100005941,7
100005942,28
100005943,6
100005944,7
100005945,24
100005946,6
100005947,6
100005948,24
100005950,7
100005951,7
100005952,29
100005955,11
100005968,0
100005969,28
100005971,7
100005979,6
100005980,1
100005985,3
100005986,2
100005987,14
100005988,11
100005996,3
100005998,3
100005999,8
100006000,28
100006001,28
100006010,7
100006011,7
100006012,1
100006014,1
100006015,7
100006016,7
100006018,7
100006019,1
100006021,1
100006022,1
100006027,7
100006028,1
100006031,12
100006032,1
100006033,1
100006034,1
100006035,1
100006036,1
100006041,28
100006043,21
100006044,21
100006046,9
100006047,9
100006048,10
100006051,3
100006052,1
100006053,24
100006054,15
100006055,0
100006056,23
100006057,24
100006064,21
100006065,30
100006066,30
100006067,14
100006068,30
100006069,29
100006070,23
100006071,1
100006072,1
100006073,1
100006074,28
100006075,27
100006076,1
100006077,28
100006078,1
100006082,10
100006083,23
100006084,30
100006087,9
100006091,25
100006092,25
100006093,13
100006094,25
100006095,25
100006098,9
100006100,20
100006101,25
100006102,25
100006104,5
100006105,25
100006107,23
100006108,3
100006110,3
100006115,6
100006121,13
100006122,19
100006123,0
100006124,11
100006125,25
100006128,27
100006129,10
100006146,15
100006150,25
100006152,10
100006153,9
100006167,25
100006168,25
100006171,25
100006173,8
100006181,1
100006182,25
100006183,25
100006184,25
100006186,1
100006187,27
100006190,9
100006191,28
100006192,20
100006194,22
100006195,20
100006197,20
100006198,22
100006199,22
100006201,10
100006202,9
100006203,25
100006204,10
100006205,10
100006206,9
100006208,10
100006209,10
100006210,20
100006214,22
100006215,22
100006216,22
100006217,22
100006219,10
100006223,10
100006224,22
100006226,10
100006227,22
100006229,9
100006230,14
100006231,1
100006232,27
100006233,27
100006236,28
100006237,28
100006238,27
100006239,27
100006240,14
100006245,10
100006246,1
100006247,20
100006251,0
100006253,28
100006254,25
100006256,25
100006259,22
100006262,25
100006263,25
100006264,25
100006265,1
100006266,1
100006269,25
100006271,25
100006276,9
100006280,25
100006282,27
100006290,28
100006292,2
100006294,2
100006295,2
100006296,2
100006298,2
100006314,28
100006336,0
100006338,9
100006339,19
100006351,1
100006352,13
100006353,1
100006355,9
100006358,13
100006360,9
100006361,25
100006362,27
100006367,4
100006369,24
100006370,7
100006372,28
100006378,14
100006379,28
100006381,28
100006382,12
100006383,28
100006384,12
100006385,20
100006424,11
100006427,0
100006428,8
100006430,6
100006431,8
100006432,8
100006433,8
100006434,19
100006435,6
100006436,4
100006438,15
100006439,27
100006440,1
100006441,0
100006599,3
100006600,2
100006601,11
100006602,13
100006603,31
100006614,30
100006638,7
100006641,7
100006668,9
100006678,21
100006679,28
100006720,20
100006721,1
100006722,1
100006723,9
100006724,1
100006725,6
100006726,13
100006727,1
100006729,26
100006730,23
100006732,20
100006733,7
100006740,28
100006741,12
100006744,23
100006745,7
100006746,10
100006747,14
100006748,28
100006749,0
100006750,14
100006751,14
100006753,0
100006754,23
100006755,14
100006756,27
100006757,27
100006758,14
100006759,28
100006760,23
100006761,27
100006762,28
100006763,14
100006764,23
100006765,27
100006766,27
100006767,6
100006778,23
100006780,12
100006781,12
100006782,12
100006783,12
100008903,2
100008904,2
100008905,2
100008906,2
100008910,5
100008912,5
100008914,2
100008915,2
100008916,2
100008917,2
100008918,2
100008919,2
100008920,28
100008921,3
100008922,28
100008924,27
100008926,9
100008928,4
100008929,11
100008930,13
100008931,28
100008932,25
100008933,0
100008934,0
100008935,9
100008936,13
100008938,0
100008941,27
100008942,27
100008943,29
100008944,13
100008945,20
100008946,23
100008947,8
100008948,23
100008949,27
100008950,27
100008951,23
100008954,3
100008955,3
100008956,2
100008957,2
100008958,27
100008959,27
100008960,8
100008961,9
100008962,1
100008963,29
100008964,27
100008965,27
100008966,8
100008967,1
100008968,8
100008969,8
100008970,27
100008971,27
100008972,27
100008973,8
100008974,27
100008975,19
100008976,2
100008977,2
100008980,2
100008981,2
100008984,2
100008988,28
100008990,2
100008992,2
100008993,2
100008998,30
100008999,2
100009000,2
100009002,2
100009004,2
100009005,5
100009014,2
100009020,3
100009023,7
100009025,3
100009026,3
100009028,3
100009029,5
100009030,7
100009031,28
100009032,28
100009034,27
100009038,3
100009041,5
100009050,23
100009052,5
100009056,28
100009057,7
100009058,7
100009059,21
100009060,7
100009061,7
100009062,7
100009063,7
100009064,28
100009068,9
100009069,5
100009072,2
100009074,3
100009075,2
100009078,2
100009087,5
100009121,2
100009123,2
100009131,2
100009134,2
100009138,2
100009147,3
100009154,2
100009160,2
100009162,3
100009166,2
100009181,28
100009185,2
100009204,5
100009205,5
100009217,2
100009222,2
100009225,5
100009227,5
100009231,11
100009232,26
100009233,3
100009236,30
100009237,11
100009238,7
100009239,0
100009240,23
100009242,23
100009243,23
100009246,4
100009247,4
100009250,23
100009251,8
100009252,8
100009253,12
100009255,7
100009256,8
100009257,7
100009258,21
100009264,7
100009278,13
100009283,7
100009284,7
100009288,11
100009291,24
100009292,24
100009293,24
100009303,24
100009305,24
100009306,23
100009307,23
100009309,24
100009310,24
100009311,28
100009312,23
100009314,24
100009315,24
100009316,23
100009317,24
100009318,23
100009323,23
100009325,11
100009326,28
100009327,9
100009329,5
100009331,30
100009332,13
100009333,13
100009334,30
100009337,9
100009343,2
100009344,2
100009351,2
100009389,23
100009390,1
100009391,20
100009393,13
100009394,13
100009406,3
100009408,2
100009409,13
100009410,13
100009413,9
100009414,7
100009415,24
100010834,11
100010836,29
100010837,1
100010841,13
100010842,7
100010843,13
100010866,13
100010867,15
100010868,21
100010869,11
100010895,28
100010896,28
100010897,7
100010901,28
100010902,6
100010903,24
100010904,27
100010906,28
100010917,24
100010941,13
100010945,7
100010948,24
100010950,13
100010955,5
100010957,28
100010975,9
100010976,1
100010977,22
100015586,3
100015591,2
100015609,2
100015612,12
100015613,1
100015615,21
100015620,7
100015623,7
100015635,2
100015636,13
100015637,4
100015640,24
100015642,5
100015643,24
100015646,19
100015648,21
100015649,21
100015650,21
100015651,3
100015657,6
100015659,14
100015660,12
100015662,4
100015665,5
100015666,24
100015678,23
100015691,13
100015692,13
100015702,13
100015715,7
100015724,6
100015731,0
100015735,24
100015736,29
100015737,24
100015744,13
100015755,24
100015759,3
100015761,5
100015766,5
100015776,27
100015777,12
100015778,12
100015779,12
100015780,3
100015781,27
100015782,12
100015783,12
100015785,13
100015792,3
100015794,27
100015796,12
100015797,13
100015798,13
100015799,13
100015800,13
100015801,12
100015802,12
100015803,12
100015834,3
100015837,2
100015846,3
100015853,26
100015854,26
100015860,24
100015862,13
100015863,4
100015865,6
100015873,23
100015874,26
100015875,28
100015876,6
100015877,12
100015878,3
100015879,12
100015884,13
100015885,7
100015886,28
100015887,21
100015888,23
100015889,28
100015890,4
100015891,7
100015892,28
100015893,21
100015894,28
100015895,27
100015896,28
100015897,28
100015898,28
100015899,28
100015900,6
100015901,28
100015902,21
100015903,6
100015904,21
100015905,12
100015906,12
100015907,12
100015908,12
100015909,27
100015910,12
100015919,8
100015920,14
100015921,5
100015922,0
100015923,11
100015924,26
100015925,5
100015936,28
100015938,30
100015944,13
100015948,13
100015952,9
100015953,3
100015954,28
100015962,3
100015965,19
100015972,12
100015973,7
100015975,12
100015977,11
100015980,26
100015981,20
100015982,22
100015983,22
100015984,22
100015985,27
100015986,7
100015988,7
100015990,21
100015991,21
100016002,26
100016013,13
100016015,20
100016018,12
100016020,3
100016035,6
100016037,8
100016038,15
100016040,23
100016041,29
100016044,7
100016045,19
100016047,21
100016048,12
100016050,8
100016051,8
100016052,7
100016053,7
100016086,19
100016110,13
100019760,7
100019761,6
100019770,3
100019772,3
100019800,3
100019878,11
100019890,26
100019892,11
100019893,4
100019894,11
100019915,28
100019919,24
100019928,23
100019929,24
100019934,23
100019939,23
100019942,23
100019944,24
100019945,29
100019946,29
100019947,26
100019948,29
100019949,29
100019952,29
100019953,29
100019956,0
100019960,4
100019961,4
100019968,6
100019969,15
100019970,4
100019978,13
100020004,14
100020184,11
100020202,4
100020203,3
100020205,20
100020208,5
100020209,23
100020215,29
100020217,3
100020218,11
100020219,22
100020227,28
100020234,14
100020243,9
100020245,25
100020272,25
100020273,28
100020343,13
100020349,1
100020351,29
100020360,9
100020361,0
100020362,24
100020363,24
100020364,29
100020366,0
100020369,0
100020371,3
100020372,9
100020373,30
100020377,6
100020378,11
100020409,28
100020410,25
100020413,22
100020414,12
100020416,10
100020417,29
100020488,11
100020515,27
100020521,25
100020542,7
100020549,7
100020553,7
100020565,23
100020627,4
100020628,29
100020671,7
100020672,7
100020673,8
100020676,28
100020678,7
100020679,29
100020680,10
100020681,7
100020682,27
100020683,27
100020684,27
100020685,28
100020723,7
100020727,7
100020754,26
100020759,13
100020787,27
100020790,27
100020791,27
100020792,27
100020800,28
100020801,21
100020805,27
100020810,3
100020812,1
100020813,1
100020814,1
100020815,1
100020817,7
100020823,7
100020833,15
100020834,13
100020835,9
100020837,9
100020838,29
100020840,13
100020859,7
100020860,7
100020866,24
100020867,28
100020868,12
100020869,12
100020870,28
100020871,28
100020872,21
100020873,6
100020876,7
100020877,12
100020878,28
100020879,23
100020880,23
100020881,8
100020882,30
100020883,12
100020884,5
100020885,28
100020886,12
100020887,28
100020888,8
100020889,12
100020890,12
100020891,6
100020892,12
100020893,11
100020894,6
100020896,19
100020906,12
100020907,12
100020909,12
100020914,12
100020915,12
100020916,12
100020917,12
100020918,6
100020919,28
100020920,12
100020921,28
100020922,12
100020923,1
100020924,12
100020925,12
100020926,21
100020927,28
100020929,2
100020931,12
100020932,28
100020933,8
100020934,12
100020935,12
100020936,12
100020937,5
100020939,13
100020940,26
100020941,26
100020942,13
100020944,12
100020945,12
100020946,12
100020947,12
100020948,12
100020949,8
100020950,7
100020951,8
100020952,8
100020954,8
100020955,8
100020956,8
100020958,0
100020959,9
100020960,0
100020961,28
100020962,8
100020966,10
100020967,21
100020968,29
100020974,0
100021003,0
100021007,23
100021017,1
100021018,0
100021029,10
100021033,22
100021038,12
100021039,12
100021040,12
100021042,7
100021044,6
100021045,12
100021046,12
100021047,2
100021048,7
100021049,8
100021050,21
100021051,12
100021052,11
100021054,28
100021059,1
100021060,11
100021062,21
100021065,14
100021070,28
100021071,21
100021072,7
100021074,12
100021075,12
100021076,6
100021077,12
100021078,17
100021079,12
100021080,12
100021082,24
100021083,7
100021084,29
100021086,28
100021087,9
100021093,7
100021099,10
100021106,26
100021109,12
100021110,16
100021112,18
100021114,28
100021115,6
100021117,6
100021118,6
100021121,28
100021122,23
100021124,10
100021125,26
100021129,27
100021130,11
100021194,11
100021196,14
100021197,14
100021198,23
100021200,15
100021202,28
100021216,25
100021234,28
100021235,20
100021236,28
100021237,5
100021238,23
100021240,12
100021241,12
100021242,12
100021243,20
100021244,20
100021245,12
100021250,12
100021251,14
100021252,12
100021253,13
100021255,12
100021256,12
100021257,12
100021258,12
100021259,12
100021261,14
100021262,14
100021263,28
100021265,6
100021267,12
100021268,12
100021269,12
100021270,10
100021271,12
100021273,6
100021274,28
100021276,12
100021277,14
100021278,12
100021279,14
100021280,12
100021281,0
100021282,9
100021283,12
100021285,12
100021288,13
100021294,1
100021321,9
100021322,14
100021323,14
100021328,21
100021329,22
100021333,29
100021334,19
100021338,1
100021342,15
100021351,3
100021352,8
100021353,8
100021356,8
100021358,7
100021363,10
100021368,19
100021371,28
100021372,4
100021375,4
100021377,15
100021379,13
100021380,13
100021386,15
100021388,4
100021390,15
100021392,3
100021400,6
100021413,19
100021414,19
100021415,13
100021416,13
100021417,13
100021418,9
100021421,9
100021422,0
100021437,13
100021453,15
100021458,6
100021470,11
100021478,14
100021487,28
100021489,28
100021503,26
100021504,1
100021518,19
100021519,28
100021522,21
100021524,20
100021528,4
100021529,11
100021530,11
100021534,11
100021535,11
100021536,29
100021537,6
100021538,25
100021539,20
100021547,11
100021550,12
100021551,12
100021552,22
100021553,12
100021566,27
100021568,8
100021572,21
100021586,23
100021633,19
100021634,6
100021635,19
100021637,8
100021641,0
100021643,13
100021644,26
